feature,value_0,value_1,value_2,value_3,value_4
Вы работаете?_-_Статус Курения_Курит,0.0,0.5320123051058928,0.0,0.0,0.0
Вы работаете?_/_Статус Курения_Курит,0.0,0.0,0.0,0.0,0.0
Вы работаете?_*_Статус Курения_Никогда не курил(а),0.024303588604865957,0.0,0.06583732271522112,0.0,0.0
Вы работаете?_+_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.0,0.0
Вы работаете?_-_Статус Курения_Никогда не курил(а),0.033937922119892217,0.07684927158673809,0.0,0.0,0.0
Вы работаете?_/_Статус Курения_Никогда не курил(а),0.0,0.0,0.0,0.1062920072697168,0.0
Вы работаете?_*_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.04783123393765152,0.0
Вы работаете?_+_Частота пасс кур_1-2 раза в неделю,0.04422952777728666,0.0,0.0,0.0,0.0
Вы работаете?_-_Частота пасс кур_1-2 раза в неделю,0.0,0.0,0.0,0.0,0.0
Вы работаете?_/_Частота пасс кур_1-2 раза в неделю,0.06853995478382945,0.0,0.07681150038075528,0.0,0.0
Вы работаете?_*_Частота пасс кур_2-3 раза в день,0.0,0.0,0.0,0.0,0.0
Вы работаете?_+_Частота пасс кур_2-3 раза в день,0.033973390946968156,0.0,0.30082050906522406,0.3958944557612558,0.0
Вы работаете?_-_Частота пасс кур_2-3 раза в день,0.0,0.0,0.16660732395173888,0.0,0.0
Вы работаете?_/_Частота пасс кур_2-3 раза в день,0.0,0.0,0.1694316214974889,0.0,0.0
Вы работаете?_*_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Вы работаете?_+_Частота пасс кур_3-6 раз в неделю,0.0787090999235763,0.0,0.47897027196413267,0.0,0.0
Вы работаете?_-_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.0,0.0,0.0
Вы работаете?_/_Частота пасс кур_3-6 раз в неделю,0.0,0.0,0.05413687893006103,0.0,0.0
Вы работаете?_*_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.0
Вы работаете?_+_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.0,0.31951299253432425
Вы работаете?_-_Частота пасс кур_4 и более раз в день,0.0,0.0,0.0,0.12808588693361972,0.0
Вы работаете?_/_Частота пасс кур_4 и более раз в день,0.06460932975241838,0.0,0.0,0.0,0.0
Вы работаете?_*_Частота пасс кур_не менее 1 раза в день,0.019242235806866133,0.0,0.0,0.0,0.0
Вы работаете?_+_Частота пасс кур_не менее 1 раза в день,0.014468665758709191,0.0,0.0,0.0,0.0
Вы работаете?_-_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.47660586102917135,0.15205129927383534,0.0
Вы работаете?_/_Частота пасс кур_не менее 1 раза в день,0.0,0.0,0.0760968376782622,0.0,0.0
Вы работаете?_*_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.0,0.0
Вы работаете?_+_Алкоголь_никогда не употреблял,0.0,0.0,0.0,0.1769275455849865,0.0
Вы работаете?_-_Алкоголь_никогда не употреблял,0.0,0.17823599774804316,0.0,0.0,0.0
Вы работаете?_/_Алкоголь_никогда не употреблял,0.0,0.0,0.17517279243337988,0.0,0.0
Вы работаете?_*_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Вы работаете?_+_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Вы работаете?_-_Алкоголь_ранее употреблял,0.0,0.0,0.08346631312033119,0.0,0.0
Вы работаете?_/_Алкоголь_ранее употреблял,0.0,0.0,0.0,0.0,0.0
Вы работаете?_*_Алкоголь_употребляю в настоящее время,0.0,0.0,0.18086511309931533,0.0,0.0
Вы работаете?_+_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.3602404398710664,0.0
Вы работаете?_-_Алкоголь_употребляю в настоящее время,0.0,0.0,0.0,0.0,0.18146520456776505
Вы работаете?_/_Алкоголь_употребляю в настоящее время,0.0,0.0,0.175345248853307,0.5570798579627984,0.10709164772402112
Вы работаете?_*_hour_Время засыпания,0.0,0.0,0.0,0.0,0.18000404891504282
Вы работаете?_+_hour_Время засыпания,0.007254394716725593,0.0,0.0,0.0,0.0
Вы работаете?_-_hour_Время засыпания,0.0,0.0,0.0,0.0,0.0
Вы работаете?_/_hour_Время засыпания,0.0,0.6229030816806124,0.0,0.0,0.0
Вы работаете?_*_hour_Время пробуждения,0.0,0.0,0.0,0.0,0.0
Вы работаете?_+_hour_Время пробуждения,0.06314684295792383,0.0,0.0,0.3299479874827098,0.0
Вы работаете?_-_hour_Время пробуждения,0.0,0.0,0.0,0.0,0.0
Вы работаете?_/_hour_Время пробуждения,0.0,0.0,0.0,0.0021521569847408333,0.0
Выход на пенсию_*_Прекращение работы по болезни,0.007819983381528313,0.0,0.0,0.0,0.0
Выход на пенсию_+_Прекращение работы по болезни,0.0,0.0,0.6366714921643373,0.3372262896790415,0.0
Выход на пенсию_-_Прекращение работы по болезни,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Прекращение работы по болезни,0.0,0.0,0.19886655122485858,0.0,0.0
Выход на пенсию_*_Сахарный диабет,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Сахарный диабет,0.14845438129729752,0.0,0.15687581501558034,0.0,0.0
Выход на пенсию_-_Сахарный диабет,0.0,0.0,0.0,0.0,0.07532177525831553
Выход на пенсию_/_Сахарный диабет,0.16632735631145812,0.0,0.0,0.0,0.0
Выход на пенсию_*_Гепатит,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Гепатит,0.056972773596234545,0.0,0.0,0.026194577546594964,0.0
Выход на пенсию_-_Гепатит,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Гепатит,0.022888869361390122,0.0,0.0,0.0,0.0
Выход на пенсию_*_Онкология,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Онкология,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_-_Онкология,0.048843328844310197,0.0,0.0,0.0,0.0
Выход на пенсию_/_Онкология,0.0049825533826945365,0.0,0.0,0.0,0.0
Выход на пенсию_*_Хроническое заболевание легких,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Хроническое заболевание легких,0.03338559865320077,0.0,0.0,0.0,0.0
Выход на пенсию_-_Хроническое заболевание легких,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Хроническое заболевание легких,0.10810797696759858,0.0,0.0,0.0,0.0
Выход на пенсию_*_Бронжиальная астма,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Бронжиальная астма,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_-_Бронжиальная астма,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Бронжиальная астма,0.0,0.0,0.3567636288396467,0.0,0.0
Выход на пенсию_*_Туберкулез легких ,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Туберкулез легких ,0.060968057521051985,0.0,0.08167367775873645,0.07756979961721953,0.0
Выход на пенсию_-_Туберкулез легких ,0.007971497588104394,0.0,0.24983828289422227,0.0,0.0
Выход на пенсию_/_Туберкулез легких ,0.0883737469739139,0.0,0.0,0.0,0.0
Выход на пенсию_*_ВИЧ/СПИД,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_ВИЧ/СПИД,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_-_ВИЧ/СПИД,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_ВИЧ/СПИД,0.0956022677431331,0.0,0.0,0.0,0.0
Выход на пенсию_*_Регулярный прим лекарственных средств,0.039425852520011045,0.0,0.3791993458892777,0.0,0.0
Выход на пенсию_+_Регулярный прим лекарственных средств,0.0,0.0,0.767922517746692,0.0,0.0
Выход на пенсию_-_Регулярный прим лекарственных средств,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Регулярный прим лекарственных средств,0.06480302004956244,0.0,0.9864860972757294,0.21730783676982451,0.0
Выход на пенсию_*_Травмы за год,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Травмы за год,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_-_Травмы за год,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Травмы за год,0.0,0.5049556898686055,0.0,0.0,0.0
Выход на пенсию_*_Переломы,0.0,0.0,0.0,0.1020486440549881,0.0
Выход на пенсию_+_Переломы,0.06853083692013433,0.0,0.0,0.0,0.0
Выход на пенсию_-_Переломы,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Переломы,0.0,0.0,0.0,0.08211430466624271,0.0
Выход на пенсию_*_Возраст курения,0.021694153381433115,0.0,0.0,0.0,0.0
Выход на пенсию_+_Возраст курения,0.03899387364567915,0.0,0.0,0.0,0.0
Выход на пенсию_-_Возраст курения,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Возраст курения,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_*_Сигарет в день,0.021831580382037037,0.0,0.0,0.0,0.0
Выход на пенсию_+_Сигарет в день,0.01708708188894465,0.0,0.0,0.0,0.0
Выход на пенсию_-_Сигарет в день,0.011408593782732724,0.0,0.0,0.0,0.0
Выход на пенсию_/_Сигарет в день,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_*_Пассивное курение,0.0,0.0,0.02628589432907626,0.0,0.0
Выход на пенсию_+_Пассивное курение,0.0,0.0,0.11520137540142866,0.0,0.0
Выход на пенсию_-_Пассивное курение,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_/_Пассивное курение,0.0,0.0,0.2692167868985135,0.0,0.0
Выход на пенсию_*_Возраст алког,0.014174238195591557,0.0,0.0,0.27413856877043674,0.0
Выход на пенсию_+_Возраст алког,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_-_Возраст алког,0.02691287112121335,0.0,0.0,0.0,0.0
Выход на пенсию_/_Возраст алког,0.007209720505907056,0.0,0.0,0.0,0.0
Выход на пенсию_*_Сон после обеда,0.0,0.0,0.0,0.0,0.0
Выход на пенсию_+_Сон после обеда,0.05605236141784486,0.0,0.0,0.0,0.0
Выход на пенсию_-_Сон после обеда,0.04599125605017242,0.0,0.0,0.0,0.0
Выход на пенсию_/_Сон после обеда,0.0,0.0,0.44566984755161104,0.0,0.0
"Выход на пенсию_*_Спорт, клубы",0.0,0.0,0.0,0.0,0.0
"Выход на пенсию_+_Спорт, клубы",0.021469156528728637,0.0,0.0,0.0,0.0
